SMILES,Atomistic_Length,Kmer_Length
*C(C)n1cccc1[N+](=O)[O-],21,11
B#C/C(C)=C/C=C(/N)C=C,23,13
B#C/C(N)=C(/C)c1cccc(/C(C=C)=C/c2ccccc2C)c1,45,28
B#C/C(N)=C(\N)N(C)c1ccc(NC(=O)OC(C)(C)C)cc1,45,22
B#C/C(NC)=C(/C)c1cccc(CCc2cccc3c2CCCC3)c1,43,28
B#C/C=C/c1cc(C)c(B2OC(C)(C)C(C)(C)O2)c(C)c1,45,24
B#CC(=O)[C@H](N)CCCCNOC,21,9
B#CC(C)(C)c1ccc(C(=O)CCCC(CCC)Cn2cc3c(O)c(C(=O)NCCOC)ccc3n2)cc1,65,32
B#CC(N)CN(C)Cc1ccccc1,23,11
B#CC1(C(=O)NCc2ccc(CN3Cc4ccc(OCC5CC5)cc4C(O)C3)cc2)CC1,56,33
B#CC1(N2C=C([C@@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)c3ccccc3Cl)NN2)CCC1,72,42
B#CC1(NC(=O)/C(C)=C(/N=CC=C)C(C)NC(=C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,72,38
B#CC1(c2ccc3c(c2)CCN(Cc2ccc(OC)cc2)C3=O)CC1,45,30
B#CC1=C(OC)OC(C)=C(C(C)=O)C1C,31,17
B#CC1=C(OC)OC(C)=C(C(C)=O)C1Cc1ccco1,38,21
B#CC1=C([B])C([B])CC(C2(c3ccc(-c4cccc5c4oc4ccccc45)cc3)c3ccccc3-c3c([B])c([B])c([B])c([B])c32)=C1[B],88,65
B#CC1C(COC(=O)c2ccccc2)OC(OC2C(COC(=O)c3ccccc3)OC(O)C(OC(=O)c3ccccc3)C2OC(=O)c2ccccc2)C(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1,121,57
B#CC1CCCC2C=C(CC3CCCCC3)N=CN=C2S1,35,21
B#CC1CCCN(c2cc3c(c(C)n2)N=C(c2c(F)cccc2F)Nc2cn[nH]c2-3)C1,56,35
B#CC1CCN(C(=O)CC(C)CC)CC1,27,14
B#CC1CCN(C(=O)CN/C(=C/CC)c2c[nH]c3ncc(C4CC4)nc23)C1,50,34
B#CC1CCN(c2nc(-c3cnn(C4CC4)c3)cc3ncsc23)C1=O,46,33
B#CC1CN(C(=O)CNC(=O)c2c[nH]c(C)c2N=C(/C=C(\C)CC(C)C)c2cnn(C)c2)C1,64,35
B#CC1CN(C(=O)CNC(=O)c2c[nH]c3ncc(C4CC4)nc23)C1,45,28
B#CCC(/C=C(C(\C)=C(C)\C=C(C=C)\C(CC)=C(/C)OC)/n1nnc2ccccc21)CCC,65,35
B#CCC(=O)c1ccc(C)cc1,22,10
B#CCC(=O)c1ccc(F)cc1,22,10
B#CCC1(n2cc(C(C)C)cn2)CN(CCF)C1,33,22
B#CCC1C=CC=C(OC(=O)c2sc3ccccc3c2Cl)C=C1,40,20
B#CCC1OC(=O)C(CC#C)OC1=O,26,14
B#CCCC(=O)COCCOC(C)COc1cccc(C(=O)CCCNC)c1,43,18
B#CCCC(=O)COCCOC(C)COc1cccc(C(=O)CCCNC)c1/C=C/CCC(=O)COCCOC(C)COc1cccc(C(=O)CCCNC)c1/C=C/CNC(=O)COC(C)CC/C=C/CNC(=O)COC(C)COc1cccc(C(=O)CCCNC)c1C#CCNC(=O)COC(C)COc1cccc(C(=O)CCCNC)c1C#CCNC(=O)COC(CC)N=[N+]=[N-],207,81
B#CCCOC(=C)C=C=C/C(C)=C\CC,28,16
B#CCN(C)c1ccc(-c2cnn(C)c2)cc1,31,20
B#CCN([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(C)cc1,44,20
B#CCN(c1ccc(-c2cnn(C)c2)cc1)C(C)C,35,22
B#CC[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(C)cc1,48,25
B#CCc1c[nH]c2ccc(-c3ccc(C(C)=O)cc3)nc12,38,24
B#CCc1ccc(-c2nc(-c3ccccc3)nn2CCCN(CCNC=O)c2ncccn2)cc1,55,33
B#CCc1cccc2c1Cc1ccccc1-2,26,14
B#CN(C)Cc1ccc(-n2cc3cc(-c4ccc(S(=O)(=O)N(CCCc5ccc6nonc6c5)C5CCNCC5)cc4)[nH]c3nc2=O)cc1,85,52
B#CN(C)Cc1ccc(N2C=C3C=C(c4ccc(S(=O)(=O)N(CCCc5ccc6nonc6c5)C5CCNCC5)cc4)NC3NC2=O)cc1,85,49
B#CNc1nc(Nc2ccc(C(C)(C)CO)cc2)ncc1C(N)=O,42,21
B#CS1(c2nc3ccccc3o2)C=Nc2ccccc21,34,21
B#Cc1c(C)cc(-c2ccccc2)nc1SC(C(=O)O)c1ccccc1,45,24
B#Cc1c(C2CCCNC2)cc(-c2c(C)cccc2O)nc1N,39,24
B#Cc1c(F)cccc1NC(C)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,61,29
B#Cc1c(OC)ccc2c(C)cccc12,26,11
B#Cc1c2ccccc2nc2ccccc12,25,13
B#Cc1cc(-c2cc(-c3ncccc3F)c3nc(NC(=O)NCC)[nH]c3c2)cnc1NC,54,35
B#Cc1cc(C)c(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cn1,64,40
B#Cc1cc(C)nc(N(CCC)CCC)n1,27,16
B#Cc1cc2cc(c1)C(=C)c1cc(ccc1N)OCCCN(C)C(=O)CO2,48,29
B#Cc1ccc(-c2cbcc(C3OCCCO3)c2)cc1C(=O)OC(C)(C)C,48,28
B#Cc1ccc(-c2cbcc(OCC)c2)cc1C(=O)OC(C)(C)C,43,25
B#Cc1ccc(CCOc2ccc(C#N)c(C(F)(F)F)c2)cc1,41,21
B#Cc1ccc(N2CCN(C(C)/C(N)=C/N(N)c3cc(Cl)ccc3F)CC2)nc1,53,30
B#Cc1ccc(Nc2nc(Nc3c(C)cc(C#N)cc3C)n[nH]c2=O)cc1,46,26
B#Cc1ccc(Oc2ccc(C(=O)CCCC(CN)CCC)cc2)cc1,42,22
B#Cc1ccc(SC[C@H](CCC/C(=C/C)C(=C)C=C)C(=C)C)c(C)c1,48,30
B#Cc1ccc2c(c1)CCN(C)C2,24,16
B#Cc1cccc(Oc2cc(Nc3cccc(C)n3)c(C(N)=O)nn2)c1,46,27
B#Cc1ccccc1CN(CC(=O)N(Cc1cc(C2CC2)cc(C(C)(C)C)c1)c1ccc(C(=O)O)cc1OCC)c1c(F)cc(C)c(C)c1F,89,44
B#Cc1ccccc1CN(CC(=O)N(Cc1cc(C2CC2)cc(C2CC2)c1)c1cc(F)c(C(=O)O)cc1OCC)S(=O)(=O)c1cc(F)c(F)c(F)c1F,98,51
B#Cc1ccccc1OC(=O)c1cc2cc(COC(C)=O)ccc2oc1=O,45,22
B#Cc1cn(CC(C)CC)c2cc(N3CCN(C)CC3)c(F)cc2c1=O,46,26
B#Cc1cncn1CC(O)(C#Cc1ccccc1)C1(F)CC1,38,20
B#Cc1nc(C)ccc1-c1ncc(F)cn1,28,15
B#P(B=BB=BB=BB=BB=BB=BB=BB=BB=BB=BB=BI)CC,43,41
B#P(C(C)(C)C)C(C)(C)C,23,12
B#P(C)C(=O)C(N)Cc1cnc[nH]1,25,13
B#P(C)C(=O)CN[C@@H](Cc1cnc[nH]1)C(=O)O,32,17
B#P(C)C(=O)Cn1cnc(C[C@H](N)C(=O)O)c1,34,17
B#P(C)CNC(=O)Cn1cnc(CC(N)CC(=O)O)c1,37,18
B#P(C)S(=S)(=S)SSSSSSSSSSSS,29,15
B#P(F)NC(N)=NCCC[C@@H](N)C(=O)NC1(C(=O)OCc2ccccc2)CCCC1,52,23
B#P(F)NC(N)=NCCC[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)OCc1c(Cl)cccc1Cl,56,23
B#P(F)NC(N)=NCCC[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)OCc1ccccc1,52,21
B#P(F)NC(N)=NCCC[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,55,24
B#P(F)NC(N)=NCCC[C@@H](N)C(=O)N[C@H](COCc1ccccc1)CC(C)C,48,21
B#P(F)NC(N)=NCCC[C@@H](NC(=O)[C@@H](CCCCNC(=O)OC(C)(C)C)NC(=O)COc1ccc2ccccc2c1-c1c(OCCC(C)C)ccc2ccccc12)C(=O)NC1(C(=O)OCc2ccccc2)CCCC1,126,51
B#P(F)NC(N)=NCCC[C@@H](NC(=O)[C@@H](CCCCNC(=O)OC(C)(C)C)NC(=O)COc1ccc2ccccc2c1-c1c(OCCC(C)C)ccc2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)OCc1c(Cl)cccc1Cl,130,51
B#P(F)NC(N)=NCCC[C@@H](NC(=O)[C@@H](CCCCNC(=O)OC(C)(C)C)NC(=O)COc1ccc2ccccc2c1-c1c(OCCC(C)C)ccc2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,129,52
B#P(F)NC(N)=NCCC[C@@H](NC(=O)[C@@H](CCCCNC(=O)OC(C)(C)C)NC(=O)COc1ccc2ccccc2c1-c1c(OCCC(C)C)ccc2ccccc12)C(=O)N[C@H](COCc1ccccc1)CC(C)C,122,49
B#P(F)NC(N)=NCCC[C@@H](NC(=O)[C@@H](CCCCNC(=O)OC(C)(C)C)NC(=O)COc1ccccc1-c1ccccc1OCCC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)OCc1ccccc1,112,41
B#P(F)SOC[C@H](Cc1cc(C(C2CC2)[C@H](C)C(=O)OC)ccc1I)c1ccc(-c2cc(OC)ccc2F)nc1C(F)(F)F,77,43
B#P(I)C(CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)C(=O)O,60,23
B#P(I)C(CC(=O)OCCOC(=O)C(=C)C)C(=O)O,38,16
B#P(I)C(CC(=O)OCCOC(=O)C(=C)C)C(=O)OC(C)OC,44,18
B#P(I)C(CC(=O)OCCOC(=O)C(=C)C)C(=O)OC(C)OCCO,46,19
B#P(I)C/C(=C/C1CC(=O)OC1=O)CC1CC(=O)OC1=O,43,24
B#P(I)C1CC(=O)N(C)C1=O,24,12
B#P(I)N1COc2c(O)cc(O)cc2C1,28,16
B#P(I)N1COc2c(c3c(c4c2CN(C)CO4)OCN(C)C3)C1,44,31
B#P(I)N1COc2c3c(c4c(c2C1)OCN(C)C4)OCN(C)C3,44,30
B#P(I)N1COc2cc3c(cc2C1)CN(C)CO3,33,23
B#P(I)N1COc2cc3c(cc2C1)OCN(C)C3,33,22
B#P(I)N1COc2ccc(C(=C)C)cc2C1,30,20
B#P(I)N1COc2ccc(C(C)(C)C)cc2C1,32,19
B#P(I)N1COc2ccc(O)cc2C1,25,16
B#P(I)N1COc2ccc3c(c2C1)CN(C)CO3,33,23
B#P(I)N1COc2ccc3c(c2C1)OCN(C)C3,33,22
B#P(I)OC(COCC(COC(=O)C=C)OP(#B)I)COCC(COC(=O)C=C)OP(#B)I,58,33
B#P(I)OC(COCC(O)COC(=O)C=C)COCC(COC(=O)C=C)OP(#B)I,52,27
B#P(I)OC(COCC(O)COCC(O)COC(=O)C=C)COC(=O)C=C,46,18
B#P(I)S(=S)(=S)SSSSSS,23,12
B#P(I)c1cc(C)c(O)c(CN2CCN(Cc3cc(P(#B)I)cc(C)c3O)C2)c1,55,34
B#P(I)c1cc(C)c(O)c(CN2CN(Cc3cc(P(#B)I)cc(C)c3O)C3CCCCC32)c1,61,37
B#P(I)c1cc(C)c(O)c(CNCCN(CCNCc2cc(P(#B)I)cc(C)c2O)Cc2cc(C)cc(CN(CCNCc3cc(P(#B)I)cc(C)c3O)CCNCc3cc(P(#B)I)cc(C)c3O)c2O)c1,122,71
B#P(I)c1cc(C)c(O)c(CNCCN)c1,29,15
B#P(I)c1cc(C)c(O)c(CNCCN=NN)c1,32,17
B#P(I)c1cc(C)c(O)c(CNCCNCCNCc2cc(P(#B)I)cc(C)c2O)c1,53,29
B#P(I)c1cc(C)c(O)c(CNCCNCc2cc(CCCCCCCCC)cc(CNCCNCc3cc(P(#B)I)cc(C)c3O)c2O)c1,78,41
B#P(I)c1cc(S)c(O)c(C(C)(C)C)c1,32,17
B#P(I)c1cc(SC(=O)CCC(=O)N(c2ccccc2)c2ccc3c(c2)Cc2ccccc2N3)c(O)c(C(C)(C)C)c1,77,44
B#P(I)c1cc(SC(=O)CCCCC(=O)N(c2ccccc2)c2ccc(Nc3ccccc3)cc2)c(O)c(C(C)(C)C)c1,76,39
B#P(I)c1cc(SC(=O)CCCCC(=O)N(c2ccccc2)c2ccc3c(c2)Cc2ccccc2N3)c(O)c(C(C)(C)C)c1,79,43
B#P(I)c1cc(SCCCCN(c2ccccc2)c2ccc(Nc3ccccc3)cc2)c(O)c(C(C)(C)C)c1,66,37
B#P(I)c1cc(SCCCCN(c2ccccc2)c2ccc3c(c2)Cc2ccccc2N3)c(O)c(C(C)(C)C)c1,69,41
B#P(I)c1cc(SCN(c2ccccc2)c2ccc(Nc3ccccc3)cc2)c(O)c(C(C)(C)C)c1,63,37
B#P(I)c1cc(SCNc2ccc(Nc3ccccc3)cc2)c(O)c(C(C)(C)C)c1,53,30
B#P(I)c1ccc(O)c(C)c1,22,12
B#P(I)c1ccc(O)c(CO)c1,23,13
B#P(I)c1ccc(OC)c(C)c1,23,12
B#P(I)c1ccc(OCC(C)O)cc1,25,14
B#P(I)c1ccc(OCC(C)OC(=O)c2ccc(N)cc2)cc1,41,21
B#P(I)c1ccc(OCC(C)OC(=O)c2ccc([N+](=O)[O-])cc2)cc1,47,25
B#P(I)c1ccc(OCCO)cc1,22,13
B#P(OP=S)OC(C)C(=O)OC(C)CC,28,13
B#P=NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CN,54,23
B#P=NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CCC(NC(=O)CNC(=O)OC(C)(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NCC(=O)N=P#B,143,54
B#P=NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)OC(C)(C)C,68,28
B#S(/C(C)=C/C=C\C=C)(c1ccccc1)c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,84,52
B#S(=BB=BB=BB=BB=BB=BB=BB=BB=BB=BB=BI)CC,42,40
B#S(=BB=BB=BB=BB=BB=BB=BB=BB=BB=BB=BI)CCC,43,40
B#S(=O)C(C)[C@H](C)C(C)C,22,9
B#S(=P)S(=O)(=O)c1ccc(Br)cc1,29,17
B#S(C)(CC)CN(COC)Cc1ccccc1,28,14
B#S(C)(N[Si](C)(C)SC(C)C)SC(C)C,30,17
B#S(C)=BB=BB=BB=BB=BB=BB=BB=BI,32,30
B#S(C)=S(=S)=S=S=S=S,22,12
B#S(OCC)=S(=S)=S(=S)=S,24,13
B#S(c1ccccc1)(c1ccccc1)C(C)(C)C,33,20
B#S1(C2=CCC=C2)CCCC1,22,14
B#SCCC(CCCCC(=O)O)SCc1ccccc1,30,15
B#[N+]C(=O)NS(=O)(=O)c1ccccc1,28,12
B#[N+]CCCCC(NC(=O)C(N)CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,56,20
B#[N+]c1noc2c(C)cccc12,21,13
B#[S-](C)Nc1ccc(SC)c2c1CCC=C2N,30,20
B#[S-](C)c1ccc(C(C)Br)cc1,24,14
B#[S-](C1=CC=CCC1)c1ccccc1,26,16
B#[S-](CN=[N+]=[N-])OI,17,14
B#[S-](I)B=BB=BB=BB=BB=BCC,26,22
B#[S-](I)OC(/C=C/I)CCc1sc2ccccc2c1Cl,35,21
B#[S-](I)OC1C(=C)O[C@@H](N(C)/C=C\C(N)=O)C1F,39,24
B#[S-](I)OC1C(C)C(N2CC(C)C(=O)NC2=O)OC1(C#C)CN=O,48,24
B#[S-](I)OCC(CO[Si](C)(C)C(C)(C)C)(CO[Si](C)(C)C(C)(C)C)NCCCCCC(=O)SCCOCOP(N(C(C)C)C(C)C)N(C(C)C)C(C)C,96,42
B#[S-](I)OCCCOc1ccc2c(c1)SC(c1ccc(N=N)cc1)N2,44,29
B#[S-](I)OCC[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)/C=C(\C)C#C,46,23
B#[S-](I)O[C@@H](CC=O)[C@@H](C)/C=C/I,27,17
B#[S-](I)O[C@@H](CCO)[C@@H](C)/C=C(C)/C=C\I,33,18
B#[S-](I)O[C@@H](CCOSBr)C(C)C=O,25,14
B#[S-](I)O[C@H]1CC[C@@]2(C)[C@H](C1)[C@@H](OC(=O)CCC(=O)O)C[C@@H]1[C@@H]2CC[C@]23OC(C)(C)C2CCC13N,67,38
B(=BN1C(c2ccccc2)(c2ccccc2)c2ccccc2C1(c1ccccc1)c1ccccc1)N1C(c2ccccc2)(c2ccccc2)c2ccccc2C1(c1ccccc1)c1ccccc1,109,69
B(=Bc1ccccc1)c1ccccc1,23,15
B(=C/C=C/C=C/Nc1ccccc1)c1ccccc1,33,19
B(=Cc1[c-]c(-c2[c-]cccc2)ccc1)c1ccccc1-c1[c-]cccc1,46,29
B(=Cc1cccc(-c2ccccc2)c1)c1ccccc1-c1ccccc1,43,26
B(=Cc1ccccc1)C(=Cc1ccccc1)c1ccccc1,36,22
B(=Cc1ccccc1)c1ccccc1C=Cc1ccccc1,34,19
B(=NC1C=Cc2cccc3cccc1c23)C1C=Cc2cccc3cccc1c23,47,27
B(=NSC1(C2OO2)OO1)c1ccccc1,28,20
B(=Nc1ccc2ccc3cccc4ccc1c2c34)c1ccc2ccc3cccc4ccc1c2c34,55,33
B(=Nc1cccc2ccccc12)c1cccc2ccccc12,35,17
B(=Nc1ccccc1-c1ccccc1)c1ccccc1-c1ccccc1,41,21
B(=Nc1ccccn1)c1ccccn1,23,15
B(BN1CCCN2CCCN=C12)N1CCCN2CCCN=C12,36,20
B(C#CCCc1ccccc1)=C1C=C[C-](c2ccc(-c3ccccc3)cc2)C=C1,51,30
B(C#CCCc1ccccc1)=c1ccc(=C2C=CC(c3ccccc3)=CC2)cc1,50,29
B(C1=CC=CC1)C1=CC=CC1,23,14
B(C1=CC=CC1)c1ccccc1,22,13
B(C1C=CC=C1)C1C=CC=C1,23,14
B(C1CC2CCC1C2)C1CC2CCC1C2,27,20
B(C1CCCCCCC1)C1CCCCCCC1,25,14
B(CC1CCCCC1)CC1CCCCC1,23,15
B(Cc1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)cc2)cc1)=C(/C=C/c1ccc(-c2cccc3ccccc23)cc1)c1ccccc1,89,53
B(N1CC1)N(c1ccccc1)c1ccccc1,29,20
B(Nc1ccccc1)Nc1ccc(NBNc2ccccc2)cc1,36,22
B(Nc1ccccc1)Nc1ccccc1,23,13
B(OB(OBc1ccccc1)c1ccccc1)c1ccccc1,35,21
B(OBC1C=CC=C1)C1C=CC=C1,25,16
B(O[SiH2]C(c1ccccc1)c1ccccc1)c1ccccc1,35,21
B(O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,65,40
B(P(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)C1CCCCC1,43,29
B(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,43,27
B(Pc1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,43,27
B(Sc1ccccc1)Sc1ccccc1,23,15
B(c1ccccc1)[n+]1ccccc1,21,13
B(n1ccc(-c2ccccc2)n1)n1ccc(-c2ccccc2)n1,41,29
B/C(=C(\C)P(c1ccccc1)c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,53,31
B/C(=C(\CC)c1ccccc1)c1ccccc1,30,20
B/C(=C(\c1ccc(C)cc1)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)c1c(F)c(F)c(F)c(F)c1F,77,40
B/C(=C/C)c1ccccc1C=C,22,14
B/C=C/c1ccc(NC(=O)OC(C)(C)C)c(NC(=O)OC(C)(C)C)c1,50,24
B/[N+](CC/[N+](B)=C(\C)c1ccccc1)=C(/C)c1ccccc1,42,29
B1/C=C\C=C/C=C\C=C/1,22,12
B12B3B4B1[Si]41B2B31,19,16
B12B3B4B5B1C1C6B7B8B9B%10B7C1C5C%10C4C9C3C8C26,44,42
B12B3[B-]14B1B4[B-]231,20,14
B12C3=c4c5c1c1c6c5c5c4c4c7c3c3c8c(c-1n32)c1c6c5c4c1c78,56,52
B12[B-]3C4=c5c6c3c3c7c1c1c8c7c7c3c6c3c5c5c6c4[n+]2c-1c6c1c8c7c3c51,63,59
B12[SiH]3[SiH]1[SiH]1[SiH]2[SiH]31,16,14
B12[SiH]3[SiH]4[SiH]1[SiH]1[SiH]2[SiH]3[SiH]41,20,18
B12[SiH]3[SiH]4[SiH]1[SiH]1[SiH]4[SiH]4[SiH]1[SiH]1[SiH]5[SiH]2[SiH]3[SiH]5[SiH]14,32,30
B12[SiH]3[SiH]4[SiH]1[SiH]1[SiH]4[SiH]4[SiH]5[SiH]3[SiH]2[SiH]5[SiH]14,28,26
B12[SiH]3[SiH]4[SiH]1[SiH]1[SiH]5[SiH]2[SiH]3[SiH]5[SiH]41,24,22
B12[SiH]3[SiH]4[SiH]1[SiH]1[SiH]5[SiH]2[SiH]3[SiH]5[SiH]411[SiH2][SiH2][SiH2][SiH2]11[SiH2][SiH2][SiH2][SiH2][SiH2]11[SiH2][SiH2]B([SiH2]B2[SiH2][SiH2][SiH2][SiH2]2)[SiH2]11[SiH2][SiH2]B([SiH2]B2[SiH2][SiH2][SiH2][SiH2]2)[SiH2][SiH2]11[SiH2][SiH2]B([SiH2]B2[SiH2][SiH2][SiH2][SiH2][SiH2]2)[SiH2][SiH2]1,124,81
B12[Si]3[Si]1[Si]1[Si]2[Si]31,16,14
B12[Si]3[Si]4[Si]1[Si]1[Si]2[Si]3[Si]41,20,18
B12[Si]3[Si]4[Si]1[Si]1[Si]4[Si]4[Si]1[Si]1[Si]5[Si]2[Si]3[Si]5[Si]14,32,30
B12[Si]3[Si]4[Si]1[Si]1[Si]4[Si]4[Si]5[Si]3[Si]2[Si]5[Si]14,28,26
B12[Si]3[Si]4[Si]1[Si]1[Si]5[Si]2[Si]3[Si]5[Si]41,24,22
B12c3c4c5c1c1c6c5c5c4c4c3c3c7c4c5c6c7c1n32,44,42
B12c3c4c5c6c7c8c9c%10c%11c(c%12c%13c%14c%15c%16c%17c(c3c3c5c5c%18c6c6c8c8c9c9c%11c%13c%11c%13c%14c%14c%16c%16c%17c3c5c3c%16c5c%14c%13c%13c(c9%11)c8c8c6c%18c3c5c8%13)C1C%12%15)C2C%10C47,156,125
B1=BB=BB=B/C=C/B=BB=B1,24,22
B1=BB=BB=B/C=C\B=BB=B1,24,22
B1=BB=BB=BB=BB=BB=B1,22,22
B1=BB=BB=BC=CB=BB=B1,22,20
B1=BC2=BBc3bc4bbc5bbbbc5c4bc3C2=BB1,37,29
B1=BN(c2ccn[nH]2)NN=N1,21,17
B1=Bc2bbc3bc4c(bc3c2=BB1)=BBc1bbbbc1-4,40,31
B1=Bc2bc3bc4c(bc3bc2=BB1)-c1bbbbc1BB=4,40,33
B1=Bc2c(ccc3cc4c5c(ccc4cc23)=CC=C5)=C1,40,29
B1=C(C2=CN=Cc3ccccc3N2)COC=C1,31,19
B1=C(C2CC2(c2ccccc2)c2ccccc2)NCC1,35,22
B1=C(Oc2ccccc2)COC=C1,23,14
B1=C(S2(C3C=CC=C3)c3ccccc3Nc3ccccc32)C=CCC1,45,26
B1=C(c2ccc(C3=BN=NC3)s2)CN=N1,31,23
B1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1(c1ccccc1)c1ccccc1,59,37
B1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[C@H]1c1ccccc1,49,31
B1=C(c2ccccc2)N(c2ccc(-c3ccc4c(c3)C3(c5ccccc5-4)c4cccc5c6ccccc6n(c45)C4=CC=CCC43)cc2)C2C=CC=CC12,98,63
B1=C(c2ccccc2)[C@H](c2ccccc2)C(c2ccccc2)=C1c1ccccc1,49,31
B1=C/C=C\C=NC[n+]2ccccc21,24,14
B1=C=C=C=C=C=[B-]=[C+]C#CC#C1,26,16
B1=C=[B-]=C=[B-]=[C]B=[C+]B=[C+]1,23,19
B1=CC(CCCC(c2ccccc2)(c2ccccc2)c2ccccc2)=C1,44,26
B1=CC([C]2=[Sb][CH2]C=C2)=CC1,24,16
B1=CC(c2ccccc2)=C2CC=CC12,27,16
B1=CC2Cc3ccccc3Sc3cc(-c4c5ccccc5c(-c5ccc6c(c5)C=CC=CC6)c5ccccc45)cc(c32)Sc2ccccc21,84,53
B1=CC=C/C1=C/c1ccc[nH]1,22,16
B1=CC=C2C=CC=C3C=CC=C1B23,27,15
B1=CC=CC2=C(C1)OCCO2,22,14
B1=CC=c2ccc3cc4c5c(ccc4cc3c21)=CC=C5,38,26
B1=CC=c2sccc2=C2SCC=C12,25,16
B1=CCC2C=CC=CC2=C1N(c1ccccc1)c1ccc(-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)cc1,77,47
B1=CCN(c2ccccn2)C=C1,22,15
B1=CCN2Cn3cccc3C=C12,22,14
B1=CC[SiH2][SiH2]C=C1,15,9
B1=CCc2c1ccnc2-c1[c-]cccc1,26,17
B1=CCc2c1ccnc2-c1ccccc1,25,16
B1=CNc2cc3c(cc2O1)CCC3,24,18
B1=C[N-]CC1[Zr+2][Cl],13,10
B1=Cc2c(ccc3ccccc23)OO1,25,17
B1=Cc2ccc3ccccc3c2CC1,23,15
B1=NC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)C1(c1ccccc1)c1ccccc1,68,42
B1=NCC(c2ccc(C3=NB=NC3)cc2)=N1,32,22
B1=NCC[CH-]11=CC=CC1,19,11
B1=Nc2cccc3cccc(c23)C1,24,16
B1=Nc2cccc3cccc(c23)N1,24,16
B1=P(c2ccccc2)(c2ccccc2)c2cccnc2SO1,37,26
B1=[C-]C(CCCC(c2ccccc2)(c2ccccc2)c2ccccc2)=C1,45,28
B1=c2ccc3ccoc3c2=COO1,23,18
B1=c2ccccc2=C2CC=CC=C12,25,14
B1=c2ccccc2=C2CC=CC=C2O1,26,16
B1=c2ccccc2=CC=C2CC=CC=C12,28,15
B1=c2ccsc2=C2SCC=C12,22,15
B1=c2occc2=C2OCC=C12,22,15
B1=c2sccc2=C2SCC=C12,22,15
B1BB1=O1[c-][c-][cH-][c-]1,19,14
B1BB1=O1[c-][c-][cH-][c-]11[cH-][cH-][cH-][cH-]1,29,19
B1BB2CC3CCCCC3B2B1B([B])B(B([B])[B])B(B([B])[B])B([B])[B]B([B])B(B([B])[B])B(B([B])[B])B([B])[B]B([B])B(B([B])[B])B([B])[B]B([B])B(B([B])[B])B([B])[B]B([B])B([B])B(B([B])[B])B([B])[B]B([B])B([B])B(B([B])[B])B([B])[B][B]B(B([B])[B])B(B([B])[B])B([B])[B][B]B(B([B])[B])B(B([B])[B])B([B])[B][B]B([B])B(B([B])[B])B([B])[B][B]B([B])B(B([B])[B])B([B])[B],226,222
B1BB2CC3CCCCC3B2B1B([B])B(B([B])[B])B(B([B])[B])B([B])[B]B([B])B(B([B])[B])B([B])[B]B([B])B([B])B(B([B])[B])B([B])[B][B]B(B([B])[B])B(B([B])[B])B([B])[B][B]B([B])B(B([B])[B])B([B])[B],123,119
B1BBC2(c3ccc(Oc4ccccc4)cc3)BBBBBC2(c2ccc(Oc3ccccc3)cc2)BB1,60,44
