SMILES,Atomistic_Length,Kmer_Length
Br/C=C\C=C/Nc1ccncc1,21,13
Br/C=C\C=C/[NH2+]c1ccncc1,22,14
Br/C=C\C=C1c2ccccc2-c2ccccc21,30,16
Br/C=C\C=C\C=C/c1ccccc1,24,14
Br/C=C\C=C\C=C\CCc1ccccc1,26,14
Br/C=C\C=C\C=C\Cc1ccccc1,25,14
Br/C=C\C=C\C=C\c1ccccc1,24,14
Br/C=C\C=C\C=C\c1ccccn1,24,15
Br/C=C\C=C\C=C\c1ccco1,23,15
Br/C=C\C=C\C=C\c1cccs1,23,15
Br/C=C\C=C\CCc1ccccc1,22,12
Br/C=C\C=C\Cc1ccc2c(c1)OCO2,28,20
Br/C=C\C=C\Cc1ccccc1,21,12
Br/C=C\CCCCCC/C=C\Br,20,12
Br/C=C\C[N+]12CN3CN(CN(C3)C1)C2,29,22
Br/C=C\N(/C=C\Br)c1ccccn1,25,17
Br/C=C\[CH2][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1,40,24
Br/C=C\[n+]1ccc(-c2ccccc2)cc1,27,18
Br/C=C\c1cc(/C=C\Br)c(Br)cc1Br,28,18
Br/C=C\c1cc(Br)c(/C=C\Br)cc1Br,28,18
Br/C=C\c1cc(Br)c(C2OCCO2)cc1Br,29,19
Br/C=C\c1cc(Br)ccc1Br,20,12
Br/C=C\c1cc(C2OCCO2)c(Br)cc1Br,29,19
Br/C=C\c1cc2c(cc1Br)OCO2,24,18
Br/C=C\c1cc2ccccc2[nH]1,21,14
Br/C=C\c1cc2ccccc2o1,21,14
Br/C=C\c1ccc(-c2cc(-c3ccc(/C=C\Br)cc3)cc(-c3ccc(/C=C\Br)cc3)c2)cc1,65,46
Br/C=C\c1ccc(-c2ccc(/C=C\Br)cc2)cc1,35,24
Br/C=C\c1ccc(-c2ccc(/C=C\Br)s2)s1,33,24
Br/C=C\c1ccc(-c2ccccc2)cc1,27,18
Br/C=C\c1ccc(/C=C\Br)c2nsnc12,29,20
Br/C=C\c1ccc(/C=C\Br)cc1,24,16
Br/C=C\c1ccc(/C=C\Br)s1,23,16
Br/C=C\c1ccc(Br)cc1Br,20,13
Br/C=C\c1ccc(Oc2ccc(/C=C\Br)cc2)cc1,35,23
Br/C=C\c1ccc2c(c1)Cc1cc(/C=C\Br)ccc1-2,38,25
Br/C=C\c1ccc2c(c1)Cc1ccccc1-2,30,19
Br/C=C\c1ccc2c(c1)OCO2,23,18
Br/C=C\c1ccc2c(c1/C=C\Br)Cc1ccccc1-2,36,21
Br/C=C\c1ccc2c(ccc3c(Br)c(/C=C\Br)ccc32)c1Br,42,27
Br/C=C\c1ccc2c(n1)CCCC2,24,17
Br/C=C\c1ccc2ccc(/C=C\Br)cc2c1,30,20
Br/C=C\c1ccc2ccc3ccccc3c2c1-c1cncc2ccccc12,43,25
Br/C=C\c1ccc2ccc3cccnc3c2c1,28,19
Br/C=C\c1ccc2ccccc2c1,22,14
Br/C=C\c1ccc2ccccc2c1-c1cncc2ccccc12,37,21
Br/C=C\c1ccc2ccccc2n1,22,14
Br/C=C\c1ccc2sccc2n1,21,15
Br/C=C\c1cccc(/C=C\Br)c1,24,16
Br/C=C\c1cccc2ccccc12,22,12
Br/C=C\c1ccccc1-c1ccccc1,25,14
Br/C=C\c1ccccc1-c1ccccc1/C=C\Br,31,17
Br/C=C\c1ccccc1/C=C\Br,22,13
Br/C=C\c1ccccc1Nc1ccccc1,25,14
Br/C=C\c1ccccc1Oc1ccccc1/C=C\Br,31,17
Br/C=C\c1nc2ccccc2[nH]1,21,14
Br/C=C\c1sc(/C=C\Br)c(Br)c1Br,27,18
Br/C=C\c1sc(/C=C\Br)c2c1OCCO2,29,21
Br/C=N/Nc1c(Br)cc(Br)cc1Br,24,14
Br/C=[C]1/[Se]C=[C](Br)[Ge]12[CH2]CCC[CH2]2,26,17
Br/C=[C]1\[Se]C=[C](Br)[Ge]12[CH2]CCC[CH2]2,26,17
Br/C=c1/cc(C(Br)Br)c(C(Br)Br)c/c1=C/Br,34,22
Br/C=c1/cccc/c1=C\Br,20,14
Br/C=c1\cc/c(=C\Br)c(-c2ccccc2)c1,33,24
Br/C=c1\cc2c(c\c1=C/Br)N=C(c1ccccc1)C(Br)C(c1ccccc1)=N2,54,36
Br/C=c1\cc2c(c\c1=C/Br)N=C(c1ccccc1)C(I)C(c1ccccc1)=N2,54,35
Br/C=c1\cccc\c1=C/Br,20,14
Br/C=c1\cccc\c1=c1\cccc\c1=C/Br,31,21
Br/N=C(/C[N+]12CN3CN(CN(C3)C1)C2)c1ccc(I)cc1,42,30
Br/N=C(/C[n+]1csc2ccccc21)c1ccccc1,32,19
Br/N=C(\C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,48,30
Br/N=C(\C[n+]1ccccc1)c1ccc(Br)cc1,30,19
Br/N=C1/C=CC=C/C1=N/Br,22,14
Br/N=C1\C=CC=C\C1=N/Br,22,14
Br/[13CH]=C/c1ccccc1,18,11
Br/[SiH]=C1/C=CC(C2C=C/C(=[SiH]/Br)S2)S1,32,23
Br1(C)OB(c2ccc(N3CCCC3)nc2)OC1(C)C,35,24
Br1(C)OB(c2cccc(-n3c4ccccc4n4c5ccccc5nc34)c2)OC1(C)C,53,35
Br1=C(C2CCCC2)C=CC11=C(C2CCCC2)C=CC1,37,20
Br1=C(C2CCCCC2)C=CC1,21,13
Br1=C(C2CCCCC2)C=CC11=C(C2CCCCC2)C=CC1,39,22
Br1=CC2C(C1)[C@@H]1C=C[C@H]2C1,22,17
Br1=CC=CC11=CC=CC1=[Hf+2],21,12
Br1=CC=CC11=CC=CC1=[Hf]=[SiH2],23,14
Br1=CC=CC11=CC=CC1=[Si](c1ccccc1)c1ccccc1,39,22
Br1=CC=CC11=CC=CC1=[Ti],20,12
Br1=CC=CC11=CC=CC1=[Ti]1ccccc11ccccc1,34,17
Br1=CC=CC11=CC=CC1=[Ti]=[SiH2],23,14
Br1=CC=CC11=CC=CC1=[Zr+2],21,12
Br1=CC=CC11=CC=CC1=[Zr],20,12
Br1=CC=CC11=CC=CC1=[Zr]1ccccc11ccccc1,34,17
Br1=CC=CC11=CC=CC1=[Zr]=[SiH2],23,14
Br1=CC=CC11=CC=CC1[SiH2],21,11
Br1=CC=CC11=CC=CC1c1ccccc1=[Ti],28,16
Br1=CC=CC11=CC=CC1c1ccccc1=[Zr],28,16
Br1=CC=CC1=[Hf]=[SiH2],15,11
Br1=CC=CC1=[Si](c1ccccc1)c1ccccc1,31,19
Br1=CC=CC1=[Ti]1ccccc11ccccc1,26,14
Br1=CC=CC1=[Ti]=[SiH2],15,11
Br1=CC=CC1=[Zr]1ccccc11ccccc1,26,14
Br1=CC=CC1=[Zr]=[SiH2],15,11
Br1=CC=CC1c1ccccc1=[Ti],20,13
Br1=CC=CC1c1ccccc1=[Zr],20,13
Br1=CC=CC1c1ccccc1c1ccccc1=[Zr]1cccc2c1Cc1ccccc1-2,47,26
Br1=CN(Cc2ccccc2)[CH-]N1Cc1ccccc1[Pt+],32,20
Br1=CN(Cc2ccccc2)[CH-]N1Cc1ccccc1[Pt+]1ccccc1-c1cccc(-c2ccccn2)n11ccccc1-c1cccc(-c2ccccn2)n1,86,51
Br1CC1Cc1ccc(-c2ccc(C(=O)c3ccccc3)cc2)cc1,42,26
Br1CCCCC11CCCCC1C(=O)OC,24,12
Br1CCOC1C(=O)c1cccnc1CO,24,13
Br1C[C@@H]2CC[C@H]1C2,13,12
Br1[cH-][cH-][cH-][cH-]1,13,9
Br1c2ccccc2cc2ccccc12,22,12
Br1cc(-c2ccc(-c3ccccc3)cc2)ccn1,32,22
Br1cc(-c2ccccc2)ccn1,21,14
Br1ccc(-c2ccccc2)cc1,21,14
Br1ccc(CN2CCCCC2)cc1,21,14
Br1ccc(CN2CCOCC2)cc1,21,14
Br1cccc(CN2CCOCC2)c1,21,14
Br1ccccc1-c1ccccn11ccccc1-c1ccccn1,35,18
Br1ccccc1-c1ccsn11ccccc1-c1ccsn1,33,18
Br1csc2ccccc121csc2ccccc12,27,12
Br1nc(-c2ccccc2)nc(-c2ccccc2)n1,32,22
Br=C(C)C(=O)N1CCC[C@@H]1C(=O)O,26,11
Br=C(CCn1c(CC2CCNCC2)nc2ccccc21)c1ccc(F)cc1,44,26
Br=C(CNC1OC(COC(=O)c2ccccc2)C(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1)NNC=O,68,32
Br=C(CSc1nnc(-c2ccco2)n1-c1ccccc1Cl)c1cccc([N+](=O)[O-])c1,53,34
Br=C(C[n+]1ccc(C(=O)c2ccccc2)cc1)c1ccc(Br)cc1,42,24
Br=C(C[n+]1ccc(C(=O)c2ccccc2)cc1)c1ccc(Cl)cc1,42,24
Br=C(C[n+]1ccc(C(=O)c2ccccc2)cc1)c1cccc([N+](=O)[O-])c1,48,28
Br=C(C[n+]1ccc2ccccc2c1)c1cccc2ccccc12,36,20
Br=C(C[n+]1cccc(Br)c1)c1cccc([N+](=O)[O-])c1,36,22
Br=C(C[n+]1cccc(NC(=O)c2ccccc2)c1)c1cccc([N+](=O)[O-])c1,49,28
Br=C(C[n+]1cccc2ccccc21)c1cccc([N+](=O)[O-])c1,39,22
Br=C(C[n+]1cccc2ccccc21)c1cccc2ccccc12,36,18
Br=C(C[n+]1csc2ccccc21)NC1CCCCC1,30,17
Br=C(C[n+]1csc2ccccc21)NCc1ccccc1,31,16
Br=C(NNC=O)NC1OC(COC(=O)c2ccccc2)C(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1,67,32
Br=C(O)CC(O)(CC(=O)O)C(=O)O,28,10
Br=C(O)CNC[P+](=O)[O-],18,9
Br=C(O)COc1cccc2cccnc12,24,12
Br=C(O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,33,21
Br=C(O)c1c(O)c(O)cc2c1CCNCC2c1ccccc1,37,20
Br=C(O)c1cccc(Cl)c1Cl,20,12
Br=C(O)c1cn2cc(Cl)ccc2n1,24,15
Br=C(OCC)c1ccnc(C)c1,21,12
Br=C([15NH2])[15NH2],15,8
Br=C(c1ccc(F)cc1)C1(c2ccccc2)CCNCC1,36,22
Br=C(c1ccccc1C[PH+](c1ccccc1)c1ccccc1)C(F)(F)F,43,25
Br=C(c1nccn1CCc1ccc(Br)cc1)C1CCNCC1,35,22
Br=C1CC2CC(=O)C[C@H](C1)C2,23,15
Br=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1C1CCNCC1,41,25
Br=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,47,29
Br=C1Cc2cc(CCN3CCN(c4snc5ccccc45)CC3)c(Cl)cc2N1,47,29
Br=C1NC(=S)S/C1=C\c1ccc(O)cc1,30,19
Br=C1N[C@H]2CSC(CCCCC(=O)Nc3cc[c-]c(C)c3)[C@H]2N1,40,23
Br=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,54,28
Br=C=C=C=C=C=C=C=C=C,21,12
Br=CC(=O)Cc1cccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)c1,55,30
Br=CC(=O)Nc1cccc(C(=O)Nc2ncc(N3CCC(N(C)C)CC3)s2)c1,51,28
Br=CC(=O)Nc1cccc(C(=O)Nc2ncc(N3CCN(C(=O)OC(C)(C)C)CC3)s2)c1,60,31
Br=CC(=O)Nc1cccc(C(=O)Nc2ncc(N3CCN(C)CC3)s2)c1,47,26
Br=CC(=O)Nc1cccc(C(=O)Nc2ncc(N3CCN(CC)CC3)s2)c1,48,26
Br=CC(=O)[C@@H](C)Cc1ccccc1,23,11
Br=CC1(O)CCN(C(=O)OC(C)(C)C)CC1,32,15
Br=CC1(c2ccccc2)CCNCC1,23,14
Br=CCC(CC(F)(C(F)(F)F)C(F)(F)F)CC(F)(C(F)(F)F)C(F)(F)F,55,23
Br=CCC(CC=C)(C(=O)OC(C)(C)C)[C@@H](CC(C)C)C(=O)NC1N=C(C2CCCCCC2)c2ccccc2N(C)C1=O,76,35
Br=CCCc1ccc2cc(C3CCC4CC(CCC)CCC4C3)ccc2c1,42,26
Br=C[C@@H](C)Cc1ccccc1,18,10
Br=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CC(Oc2cc(C(=O)CBr)nc3cc(OC)ccc23)CN1C(=O)OC(C)(C)C)[C@H](O)OCC,76,38
Br=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3cc(OC)ccc23)CN1C(=O)OC(C)(C)C)C(=O)OCC,86,45
Br=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(C(=O)C=[N+]=[N-])nc3cc(OC)ccc23)CN1C(=O)OC(C)(C)C)C(=O)OCC,81,41
Br=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(C(=O)CBr)nc3cc(OC)ccc23)CN1C(=O)OC(C)(C)C)C(=O)OCC,77,38
Br=Cc1cc(N)c(C(C)C)cn1,23,13
Br=Cc1cc2ccccc2cc1C=O,22,13
Br=S(=O)(CCCCCCNc1ccnc2ccccc12)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,64,32
Br=S(=O)(CCNc1ccnc2ccccc12)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,60,31
Br=[C]c1ccccc1[P+](F)(c1ccccc1)c1ccccc1,35,21
Br=[Cr](=[O])([OH])[OH],13,13
Br=[Mn](=[O])(=[O])[O-],15,14
Br=[Mo](=[O])([OH])[OH],13,13
Br=[N+]([O-])c1cc(CN2CCCNCCNCCCNCC2)cc(CN2CCCNCCNCCCNCC2)c1,55,32
Br=[N+]([O-])c1ccccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,47,30
Br=[N+]1C2=C3CCCC31CCC2,21,14
Br=[N+]1C2C[C@@]3(Cc4ccccc4)C[C@H]2CC13,29,22
Br=[N+]=C1C(=O)CC2(CCCCC2)C1=O,28,17
Br=[N+]=C1CC2CCC1CC2,18,13
Br=[N+]=C1CCSC12SCCC2=[N+]=[N-],24,16
Br=[N+]=C1C[C@H]2CC[C@@]1(Cc1ccccc1)C2,28,21
Br=[N+]=NCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,40,24
Br=[N+]=NCCCN1c2nccc[n+]2C(c2ccccc2)C1(O)c1ccccc1,44,28
Br=[N+]=NCCCN1c2nccc[n+]2CC1(O)C(=O)N1CCOCC1,39,22
Br=[N+]=NCCCN1c2nccc[n+]2CC1(O)c1ccc(Br)cc1,37,23
Br=[N+]=NCCCN1c2nccc[n+]2CC1(O)c1ccc(Cl)c(Cl)c1,40,24
Br=[N+]=NCCCN1c2nccc[n+]2CC1(O)c1ccccc1,34,21
Br=[N+]=NCCCN=[N+]=NCCCNC(=O)CCCCC1SC[C@@H]2NC(=O)N[C@H]12CCCBr,48,24
Br=[N+]=NCCN1c2nccc[n+]2CC1(O)C(=O)N1CCOCC1,38,22
Br=[N+]=NCCN1c2nccc[n+]2CC1(O)c1ccc(Br)cc1,36,23
Br=[N+]=NCCN1c2nccc[n+]2CC1(O)c1ccc(Cl)c(Cl)c1,39,24
Br=[N+]=NCCN1c2nccc[n+]2CC1(O)c1ccc(F)cc1,36,22
Br=[N+]=NCCN1c2nccc[n+]2CC1(O)c1cccc2ccccc12,39,23
Br=[N+]=NCCN1c2nccc[n+]2CC1(O)c1ccccc1,33,21
Br=[N+]=NN(CC(=O)O)C(=O)c1ccccc1,30,14
Br=[N+]=N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1[n+]1cccc(C(N)=O)c1,37,23
Br=[N+]=N[C@@H]1[C@H]2[C@@H](Br)CCN2C[C@H]1O,23,18
Br=[N+]=Nc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1,38,29
Br=[N+]=Nc1ccc(-c2csc(-c3ccc(N)cc3)n2)cc1,39,28
Br=[N+]=Nc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1,40,26
Br=[Sb](=[O])[c]1cc[nH]c1,17,15
Br=[Sb]([OH])([OH])[OH],13,12
Br=[Si](c1ccccc1)c1ccccc1,23,15
Br=[W](=[O])([OH])[OH],12,13
Br=[Zr]1ccccc11ccccc1,18,10
Br=c1[nH]c(=O)c2ccccc2[nH]1,22,14
Br=c1[nH]ccc2ccncc12,18,12
Br=c1ccc2ccccc2[nH]1,18,12
BrB(/C=C(\Br)c1ccccc1)Cc1ccccc1,31,19
BrB(B(Br)N1CCCC1)N1CCCC1,24,16
BrB(B(N1CCCC1)N1CCCC1)N1CCCC1,30,21
BrB(Br)/C(=C(/Br)c1ccccc1)c1ccccc1,33,21
BrB(Br)/C(=C(\Br)c1ccccc1)c1ccccc1,33,21
BrB(Br)/C=C(/Br)c1ccccc1,23,14
BrB(Br)/C=C(\Br)c1ccccc1,23,14
BrB(Br)/C=C/C1CCCCC1,20,13
BrB(Br)/C=C/c1ccccc1,20,12
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,38,17
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,47,20
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,56,23
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,62,25
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,68,27
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,100,37
BrB(Br)Br#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,218,77
BrB(Br)Br#CCCCCOC1CCCCO1,23,13
BrB(Br)Br#CCCNC(=O)OC(C)(C)C,27,13
BrB(Br)Br#C[Si](C)(C)C,18,11
BrB(Br)Br#Cc1c(OC)ccc(OC)c1OCOCCOC,33,16
BrB(Br)Br#Cc1ccc(C#C)c2c1CC1(CCCC1)C2,36,24
BrB(Br)Br#Cc1ccc(CN2CCOCC2)cc1,29,18
BrB(Br)Br#Cc1ccc(N)cc1,21,12
BrB(Br)Br#Cc1ccc(O)cc1C,22,13
BrB(Br)Br#Cc1ccc(OC)cc1,22,12
BrB(Br)Br#Cc1ccc(OC)cc1C,23,13
BrB(Br)Br#[N+]C12CC(NS(=O)(=O)c3cc(Oc4c(Cl)cc(-n5nc(C(F)F)c(=O)[nH]c5=O)cc4Cl)ccc3O)(C1)C2#[N+]C12CC(NS(=O)(=O)c3cc(Oc4c(Cl)cc(-n5nc(C(F)F)c(=O)[nH]c5=O)cc4Cl)ccc3OC)(C1)C2,155,88
BrB(Br)Br#[N+]Cc1ccc(Cl)c(O)c1#[N+]Cc1ccc(Cl)c(OC)c1,43,23
BrB(Br)Br#[N+]c1c(N)ncnc1N[C@@H](C)c1cc2ncc(Cl)n2nc1-c1ccccc1O#[N+]c1c(N)ncnc1N[C@@H](C)c1cc2ncc(Cl)n2nc1-c1ccccc1OC,97,58
BrB(Br)Br#[N+]c1cc2c(-c3cncc(N)c3C(F)F)cn(C3CC(O)C3)c2cc1C#[N+]c1cc2c(-c3cncc(N)c3C(F)F)cn(C3CC(OCc4ccccc4)C3)c2cc1C,109,67
BrB(Br)Br#[N+]c1ccc(C[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](O)C(F)(F)F)c(C)c1Cl#[N+]c1ccc(C[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](OCc2ccccc2)C(F)(F)F)c(C)c1Cl,127,73
BrB(Br)Br#[N+]c1ccc(N)c(OC)c1#[N+]c1ccc(NP(C)(=O)Nc2ccccc2Br)c(O)c1#[N+]c1ccc(NP(C)(=O)Nc2ccccc2Br)c(OC)c1#[N+]c1ccc(NP(C)(C)=O)c(OC)c1,120,64
BrB(Br)Br#[N+]c1ccc(NP(C)(=O)Nc2ccccc2Br)c(OC)c1,43,24
BrB(Br)Br(=C1CCCC1)c1ccccc1,26,16
BrB(Br)Br(=O)CC(c1ccc(O)cc1)c1cccc(F)c1,38,22
BrB(Br)Br(=O)CC1CC1c1ccc(O)cc1,29,17
BrB(Br)Br(=O)CC1CC1c1ccc(O)cc1F,30,18
BrB(Br)Br/C=N/N(C(=O)c1ccc(Cl)c(Cl)c1)c1ccc(OC)cc1,47,27
BrB(Br)Br/C=N/N(C(=O)c1ccc(Cl)cc1)c1ccc(OC)c(F)c1,47,27
BrB(Br)Br/C=N/N(C(=O)c1ccc(F)c(F)c1)c1ccc(OC)cc1,47,26
BrB(Br)Br/C=N/N(C(=O)c1ccc(F)cc1)c1ccc(OC)cc1,44,25
BrB(Br)Br/C=N/N(C(=O)c1ccc(OC(F)(F)F)cc1)c1ccc(OC)cc1,52,29
BrB(Br)Br/C=N/N(C(=O)c1cccc(Cl)c1)c1ccc(OC)cc1,44,26
BrB(Br)Br/C=N/N(C(=O)c1ccccc1)c1ccc(OC)c(F)c1,44,25
BrB(Br)Br/C=N/N(C(=O)c1ccccc1)c1ccc(OC)cc1,41,24
BrB(Br)Br1=C(c2ccc(N3CCC(c4cnc(C5CCCC5)[nH]4)CC3)c3c2C2CCC3CC2)CC([C@@H]2CCCN2)=N1,73,51
BrB(Br)Br1=CC(OCc2ccccc2)CCC1,28,16
BrB(Br)Br1CCN(c2cc(O)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)oc23)CC1,64,36
BrB(Br)Br1CCN(c2cc(O)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)oc23)CC1c1cc(N2CCN(C)CC2)c2oc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,121,71
BrB(Br)Br1CN=C2NCCCN2C1,22,14
BrB(Br)Br1c2nc(Cl)ncc2OCC1c1ccccc1,32,19
BrB(Br)Br=C(C)C(=O)O,19,9
BrB(Br)Br=C(C)C(=O)OC,20,10
BrB(Br)Br=C(C)C(C)(C)OC(=O)c1ccc(C(=O)O)cc1Cl,43,20
BrB(Br)Br=C(C)C1CCC(C)=CC1c1ccc(CC(C)CCCCC)cc1O,46,23
BrB(Br)Br=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1O)c1cccc2c1C(=C)Oc1cc(-c3ccc(N(c4ccccc4)c4cccc5c4oc4ccccc45)cc3)ccc1-2,110,69
BrB(Br)Br=C/C=C(/OC)C(=C)c1ccc(OC)c2c(C(=C)/C=C\C(=C)N(/C(C=C)=C/C=C/[Si](C)(C)C)c3ccccc3)cccc12,92,56
BrB(Br)Br=C1NC(=O)CS1,20,11
BrB(Br)Br=C1c2cc(N)ccc2C(=O)N1C1CCC(=O)NC1=O,43,22
BrB(Br)Br=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4c(F)cccc4OC)c(Cl)cc23)CC1,78,42
BrB(Br)Br=CC(=O)N1CCN(c2nc(CO)cc3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,61,34
BrB(Br)Br=CC(=O)N1CCN(c2nc(OCCC)nc3c2CCN(c2cc(O)cc4ccccc24)C3)C(CCO)C1,69,39
BrB(Br)Br=CC(=O)N1CCN(c2nc(OCCN(C)C)nc3c2CCN(c2cc(C)cc4ccccc24)C3)CC1CC#N,72,40
BrB(Br)Br=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CN(Cc2[nH]c(=O)ccc2Cl)C3)[C@@H](C)C1,69,42
BrB(Br)Br=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CN(Cc2cc(O)ccc2Cl)C3)C[C@@H]1CC#N,69,42
BrB(Br)Br=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CN(Cc2cc(OC)ccc2Cl)C3)C[C@@H]1CC#N,70,43
BrB(Br)Br=CC(=O)Nc1ccccc1[N+](=O)[O-],31,15
BrB(Br)Br=CCN1CCc2cc(OC)ccc2C1=O,31,18
BrB(Br)Br=CCSCC1=CC(C)(C)Nc2ccc(-c3ccsc3)cc21,44,25
BrB(Br)Br=Cc1ccc(OC)c(OC)c1,26,14
BrB(Br)Br=Cc1nn(C)c2ccccc12,26,15
BrB(Br)BrB1OB(C)OB(C)O1,22,16
BrB(Br)BrC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC,72,28
BrB(Br)BrC#Nc1ccc(-n2cc(Cl)c3cc(CO)cc(OC(=O)c4ccc(C(F)(F)F)cc4)c3c2=O)cc1,71,39
BrB(Br)BrC(=N)NC(=O)OC(C)(C)Cc1ccc(Cl)cc1C=O,42,17
BrB(Br)BrC(=O)/C(C)=N/O,22,12
BrB(Br)BrC(=O)/C=C/C(C)=O,24,11
BrB(Br)BrC(=O)C(=O)CC(C)=O,25,10
BrB(Br)BrC(=O)C1(c2ccc(O)c(N)c2)CC1,34,18
BrB(Br)BrC(=O)CC(=O)c1c(C)cc(C(C)(C)C)cc1C,41,18
BrB(Br)BrC(=O)CC(c1ccc(O)cc1)c1cccc(F)c1,39,22
BrB(Br)BrC(=O)Cc1ccc(CC)cc1C,27,14
BrB(Br)BrC(=O)N1c2ccc(O)cc2Sc2cc([N+](=O)[O-])ccc21,45,25
BrB(Br)BrC(=O)NCC1CCc2ccc(O)cc2C1Cc1ccccc1,41,21
BrB(Br)BrC(=O)Nc1ccccc1-c1ccc2c(=O)c3cccc(O)c3oc2c1,50,26
BrB(Br)BrC(=O)Nc1ccccc1-c1ccc2c(c1)Oc1c(O)cccc1N2C1C[C@H]2CC[C@@H](C1)N2,62,39
BrB(Br)BrC(=O)Nc1nc2ccc3cc(=O)ccc3c2[nH]c1Cc1ccccc1,47,26
BrB(Br)BrC(=O)OC(=O)c1ccc2c(=O)c3cccc(O)c3oc2c1,46,22
BrB(Br)BrC(=O)OC(C)=O,20,8
BrB(Br)BrC(=O)OC1(OC(C)=O)C=C[C@@H]2C[C@H]1C2(C)C,39,22
BrB(Br)BrC(=O)O[C@@]12CC(=[N+]=[N-])C(=O)C[C@@]13CCN(CC1CC1)[C@@H]2Cc1ccc(C)cc13,61,33
BrB(Br)BrC(=O)O[C@H]1C(=O)N(CCN(C)C)c2ccccc2S[C@H]1c1ccc(O)cc1,53,27
BrB(Br)BrC(=O)c1c([2H])c([2H])c(O)c([2H])c1[2H]C(=O)c1c([2H])c([2H])c(OC)c([2H])c1[2H]c1c([2H])c([2H])c(OC)c([2H])c1[2H],83,59
BrB(Br)BrC(=O)c1cc(Cl)c(OC2CCCC2)c(OC2CCCC2)c1,44,26
BrB(Br)BrC(=O)c1cc2c(Cl)cc(C)cc2n1C,33,17
BrB(Br)BrC(=O)c1ccc(F)cc1,24,11
BrB(Br)BrC(C(=O)NCc1cnoc1)N(Cc1cccc(O)c1)c1ccc(F)c(Cl)c1,54,30
BrB(Br)BrC(C(=O)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1)c1ccc(O)cc1,59,34
BrB(Br)BrC(C)(C#N)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,47,25
