task_id,model_family,model_variant,seed,split_id,metric_name,metric_value,metric_role
cellppd,cellppd,peptideclm-2-mtr-large,303,test,mcc,0.8696432349930008,primary
cellppd,cellppd,peptideclm-2-mtr-large,303,test,f1,0.9304589707927677,primary
cellppd,cellppd,peptideclm-2-mtr-large,303,test,accuracy,0.9333333333333333,secondary
cellppd,cellppd,peptideclm-2-mtr-large,303,test,precision,0.9723837209302325,secondary
cellppd,cellppd,peptideclm-2-mtr-large,303,test,recall,0.892,secondary
cellppd,cellppd,peptideclm-2-mtr-large,303,test,auroc,0.9739573333333335,primary
cellppd,cellppd,peptideclm-2-mtr-large,101,test,mcc,0.8618101546841641,primary
cellppd,cellppd,peptideclm-2-mtr-large,101,test,f1,0.9261838440111421,primary
cellppd,cellppd,peptideclm-2-mtr-large,101,test,accuracy,0.9293333333333333,secondary
cellppd,cellppd,peptideclm-2-mtr-large,101,test,precision,0.9693877551020408,secondary
cellppd,cellppd,peptideclm-2-mtr-large,101,test,recall,0.8866666666666667,secondary
cellppd,cellppd,peptideclm-2-mtr-large,101,test,auroc,0.9758471111111112,primary
cellppd,cellppd,peptideclm-2-mtr-large,202,test,mcc,0.8686015633371859,primary
cellppd,cellppd,peptideclm-2-mtr-large,202,test,f1,0.929616724738676,primary
cellppd,cellppd,peptideclm-2-mtr-large,202,test,accuracy,0.9326666666666666,secondary
cellppd,cellppd,peptideclm-2-mtr-large,202,test,precision,0.9737226277372263,secondary
cellppd,cellppd,peptideclm-2-mtr-large,202,test,recall,0.8893333333333333,secondary
cellppd,cellppd,peptideclm-2-mtr-large,202,test,auroc,0.9752355555555555,primary
